timestamp,city,hour,day,month,day_of_week,is_weekend,temperature,humidity,pressure,wind_speed,wind_deg,clouds,pm10,no2,o3,co,so2,nh3,pm2_5,target_aqi
2026-08-21T12:24:48.598245,Ghotki,12,21,8,4,0,42.28,23,997,4.66,169,0,125.41,0.47,78.83,106.11,1.86,0.06,33.72,96
2026-08-21T13:37:06.173389,Ghotki,13,21,8,4,0,39.28,27,996,5.24,161,0,132.87,0.85,80.51,110.56,1.66,0.13,35.23,100
2026-08-21T14:24:11.767421,Ghotki,14,21,8,4,0,39.28,27,996,5.24,161,0,132.87,0.85,80.51,110.56,1.66,0.13,35.23,100
2026-08-21T15:23:11.625910,Ghotki,15,21,8,4,0,37.82,30,997,4.92,167,0,127.15,1.15,78.75,116.09,1.6,0.27,34.11,97
2026-08-21T16:20:02.070030,Ghotki,16,21,8,4,0,37.56,31,997,4.93,162,0,112.29,1.37,72.05,121.26,1.66,0.47,30.72,90
2026-08-21T17:19:12.917011,Ghotki,17,21,8,4,0,36.79,35,998,6.64,178,0,99.16,1.65,62.04,128.02,1.85,0.66,27.24,83
2026-08-21T18:21:29.129653,Ghotki,18,21,8,4,0,34.33,42,999,7.05,189,0,89.86,2.04,50.43,131.81,1.94,0.77,24.25,77
2026-08-21T19:18:52.479678,Ghotki,19,21,8,4,0,32.89,47,999,6.88,186,0,81.86,2.33,40.22,127.45,1.78,0.77,21.51,71
2026-08-21T20:13:54.084901,Ghotki,20,21,8,4,0,31.59,52,999,6.73,186,0,77.38,2.51,34.98,124.15,1.64,0.77,20.0,68
2026-08-21T21:13:33.810969,Ghotki,21,21,8,4,0,30.68,56,998,7.13,177,0,73.95,2.59,32.52,122.04,1.58,0.77,18.98,65
2026-08-21T22:12:43.695884,Ghotki,22,21,8,4,0,29.77,60,998,7.41,174,0,70.4,2.59,31.07,119.58,1.54,0.77,18.11,64
2026-08-21T23:14:03.982537,Ghotki,23,21,8,4,0,28.99,64,999,7.36,180,1,67.45,2.52,30.59,117.74,1.45,0.77,17.52,62
2026-08-22T00:37:39.746238,Ghotki,0,22,8,5,1,28.11,69,1000,5.36,176,5,64.98,2.17,30.99,110.38,1.15,0.76,16.85,61
2026-08-22T02:08:33.954310,Ghotki,2,22,8,5,1,28.59,66,1001,5.74,168,3,67.36,1.96,31.47,107.31,1.04,0.8,17.11,62
2026-08-22T03:33:43.736494,Ghotki,3,22,8,5,1,32.67,50,1002,5.86,176,1,80.5,1.14,36.76,102.17,1.29,0.64,19.26,66
2026-08-22T04:22:10.479117,Ghotki,4,22,8,5,1,32.67,50,1002,5.86,176,1,80.5,1.14,36.76,102.17,1.29,0.64,19.26,66
2026-08-22T05:17:14.932555,Ghotki,5,22,8,5,1,35.04,43,1002,5.2,177,1,87.95,0.86,43.82,99.77,1.52,0.57,20.95,70
2026-08-22T06:21:04.797777,Ghotki,6,22,8,5,1,37.19,37,1001,4.98,179,4,94.15,0.65,51.4,98.66,1.56,0.54,23.1,74
2026-08-22T07:23:06.314540,Ghotki,7,22,8,5,1,39.04,32,1000,5.11,178,2,106.4,0.52,59.3,97.16,2.01,0.23,26.43,81
2026-08-22T08:17:09.557426,Ghotki,8,22,8,5,1,40.71,29,999,5.24,178,2,113.74,0.42,64.44,94.71,2.22,0.03,28.35,85
2026-08-22T09:17:15.987783,Ghotki,9,22,8,5,1,41.89,26,998,5.33,176,3,116.66,0.37,67.66,93.94,2.1,0.01,29.19,87
2026-08-22T10:12:39.536465,Ghotki,10,22,8,5,1,42.58,25,997,5.14,175,4,120.14,0.34,70.6,95.48,1.97,0.0,30.16,89
2026-08-22T11:11:34.867367,Ghotki,11,22,8,5,1,42.6,24,996,5.2,175,4,121.61,0.35,71.5,96.42,1.78,0.0,30.42,90
2026-08-22T12:17:38.260856,Ghotki,12,22,8,5,1,42.36,24,995,5.33,173,6,124.41,0.41,71.69,97.03,1.58,0.02,30.63,90
2026-08-22T13:23:51.362083,Ghotki,13,22,8,5,1,41.36,25,995,6.42,165,5,116.65,0.55,69.94,97.41,1.23,0.07,28.46,85
2026-08-22T14:11:25.310127,Ghotki,14,22,8,5,1,39.33,28,995,5.49,166,4,118.53,0.83,67.71,101.33,1.15,0.22,29.08,87
2026-08-22T15:10:49.105806,Ghotki,15,22,8,5,1,38.1,30,996,5.69,168,3,121.31,1.09,65.09,106.45,1.19,0.38,30.07,89
2026-08-22T16:12:05.853560,Ghotki,16,22,8,5,1,37.71,32,997,6.8,178,2,117.84,1.29,60.98,110.68,1.38,0.51,29.63,88
2026-08-22T17:11:42.877749,Ghotki,17,22,8,5,1,35.64,39,997,7.6,180,2,111.23,1.52,56.23,116.71,1.67,0.63,28.16,85
2026-08-22T18:14:35.844605,Ghotki,18,22,8,5,1,33.43,46,998,7.11,179,2,102.4,1.82,50.33,120.84,1.85,0.71,25.97,80
2026-08-22T19:15:25.842369,Ghotki,19,22,8,5,1,32.2,50,999,7.12,179,0,92.48,2.05,44.03,119.43,1.83,0.72,23.35,75
2026-08-22T20:11:21.551154,Ghotki,20,22,8,5,1,31.16,54,999,6.58,175,0,86.76,2.23,40.1,118.25,1.81,0.72,21.74,71
2026-08-22T21:11:59.484565,Ghotki,21,22,8,5,1,30.32,58,999,6.99,171,0,85.39,2.33,37.8,117.33,1.82,0.71,21.09,70
2026-08-22T22:11:00.221755,Ghotki,22,22,8,5,1,29.09,63,999,6.96,169,0,86.78,2.38,36.09,115.81,1.79,0.69,21.07,70
2026-08-22T23:11:08.686618,Ghotki,23,22,8,5,1,28.14,68,999,6.26,166,0,90.54,2.43,34.95,115.51,1.75,0.71,21.7,71
2026-08-23T00:40:32.606571,Ghotki,0,23,8,6,1,27.33,71,1001,4.77,155,5,98.41,2.49,33.12,114.13,1.73,0.7,23.56,75
2026-08-23T02:17:53.354663,Ghotki,2,23,8,6,1,27.96,69,1002,5.22,164,4,101.24,2.47,32.36,114.26,1.78,0.72,24.31,77
2026-08-23T03:41:25.905006,Ghotki,3,23,8,6,1,31.79,54,1003,4.85,163,2,104.78,1.6,36.42,111.06,1.79,0.66,25.12,78
2026-08-23T04:26:50.348087,Ghotki,4,23,8,6,1,31.79,54,1003,4.85,163,2,104.78,1.6,36.42,111.06,1.79,0.66,25.12,78
2026-08-23T05:19:48.860357,Ghotki,5,23,8,6,1,34.01,46,1003,4.89,161,1,106.6,1.2,43.35,108.77,1.78,0.62,25.89,80
2026-08-23T06:22:49.872188,Ghotki,6,23,8,6,1,36.21,39,1002,4.54,161,2,109.95,0.9,51.63,107.7,1.78,0.58,27.67,84
2026-08-23T07:25:12.583546,Ghotki,7,23,8,6,1,38.01,34,1001,4.37,164,0,123.83,0.66,58.98,105.08,1.78,0.32,30.38,89
2026-08-23T08:17:54.093057,Ghotki,8,23,8,6,1,39.51,30,1000,4.3,163,0,137.95,0.52,63.08,101.28,1.72,0.15,32.43,94
2026-08-23T09:17:57.524861,Ghotki,9,23,8,6,1,40.71,27,999,4.28,161,0,146.34,0.47,65.92,99.6,1.72,0.08,33.9,97
2026-08-23T10:13:03.868899,Ghotki,10,23,8,6,1,41.39,25,999,4.22,158,0,154.07,0.45,69.3,99.79,1.75,0.01,35.37,500
2026-08-23T11:11:45.518860,Ghotki,11,23,8,6,1,41.64,24,998,4.4,154,0,160.24,0.45,71.23,99.57,1.77,0.0,36.24,104
2026-08-23T12:18:14.929663,Ghotki,12,23,8,6,1,41.17,24,998,4.65,156,0,166.86,0.52,72.79,100.69,1.84,0.0,37.32,107
2026-08-23T13:24:56.747474,Ghotki,13,23,8,6,1,39.86,27,998,5.06,160,0,168.07,0.7,74.4,101.35,1.7,0.03,37.38,107
2026-08-23T14:13:06.961996,Ghotki,14,23,8,6,1,37.72,31,998,4.36,156,0,172.41,0.88,75.22,105.69,1.79,0.13,38.37,110
2026-08-23T15:12:26.887016,Ghotki,15,23,8,6,1,36.44,34,999,4.71,151,0,172.54,0.99,76.41,111.32,1.96,0.26,38.92,110
2026-08-23T16:12:49.235238,Ghotki,16,23,8,6,1,36.08,36,1000,5.51,165,0,165.55,1.09,77.41,117.72,2.33,0.39,38.43,108
2026-08-23T17:11:58.022004,Ghotki,17,23,8,6,1,35.56,39,1000,6.1,167,0,157.41,1.25,77.59,126.54,2.93,0.49,38.02,107
2026-08-23T18:14:28.664188,Ghotki,18,23,8,6,1,34.89,43,1001,4.03,181,0,149.86,1.5,75.86,136.89,3.65,0.56,37.69,106
2026-08-23T19:14:45.820178,Ghotki,19,23,8,6,1,34.15,42,1001,4.07,174,0,141.59,1.88,69.84,145.35,4.21,0.64,36.81,104
2026-08-23T20:10:41.370928,Ghotki,20,23,8,6,1,33.36,48,1001,4.72,195,0,137.24,2.41,62.59,154.62,4.55,0.79,36.42,103
2026-08-23T21:11:32.436569,Ghotki,21,23,8,6,1,31.72,56,1001,5.49,192,0,134.39,2.96,54.94,162.21,4.72,0.89,35.99,102
2026-08-23T22:10:34.216637,Ghotki,22,23,8,6,1,30.64,60,1001,5.54,189,0,131.5,3.45,46.93,165.81,4.58,0.95,35.21,100
2026-08-23T23:11:01.894347,Ghotki,23,23,8,6,1,29.76,63,1002,5.29,187,0,129.61,3.88,39.8,167.8,4.27,0.99,34.56,98
2026-08-24T00:39:05.651141,Ghotki,0,24,8,0,0,28.76,67,1003,4.26,189,0,128.21,4.34,29.44,165.73,3.49,0.98,33.38,96
2026-08-24T02:16:25.977050,Ghotki,2,24,8,0,0,29.3,65,1004,4.71,189,0,130.08,4.32,26.61,165.81,3.2,1.01,33.21,95
2026-08-24T03:44:14.278080,Ghotki,3,24,8,0,0,33.19,50,1004,4.05,184,0,137.31,2.75,30.2,164.49,2.64,0.99,33.41,96
2026-08-24T04:35:15.129854,Ghotki,4,24,8,0,0,34.99,44,1004,3.49,174,0,143.89,2.01,41.63,160.91,2.4,0.91,35.0,99
2026-08-24T05:29:44.889193,Ghotki,5,24,8,0,0,34.99,44,1004,3.49,174,0,143.89,2.01,41.63,160.91,2.4,0.91,35.0,99
2026-08-24T06:35:25.348005,Ghotki,6,24,8,0,0,38.58,33,1003,3.64,162,0,181.15,0.7,70.85,138.1,1.88,0.39,43.4,120
